,data,periodo,periodo_inicial,periodo_final,latitude,longitude
442,2019-02-16,De 19:32 a 00:42,19:32 ,00:42,-23.5179509,-46.64946399999999
443,2019-02-16,De 19:47 a 20:25,19:47 ,20:25,-23.51708,-46.6250651
444,2019-02-16,De 08:39 a 09:52,08:39 ,09:52,-23.5125928,-46.68441259999999
445,2019-02-16,De 09:07 a 09:10,09:07 ,09:10,-23.5183977,-46.6523964
446,2019-02-16,De 19:08 a 21:33,19:08 ,21:33,-23.5571917,-46.6285664
447,2019-02-16,De 19:37 a 00:00,19:37 ,00:00,-23.5404284,-46.6295011
448,2019-02-16,De 17:19 a 17:50,17:19 ,17:50,-23.5263631,-46.6822994
449,2019-02-16,De 18:04 a 18:31,18:04 ,18:31,-23.5195747,-46.6741744
450,2019-02-16,De 18:20 a 18:31,18:20 ,18:31,-23.5195747,-46.6741744
451,2019-02-16,De 18:24 a 18:34,18:24 ,18:34,-23.5263631,-46.6822994
452,2019-02-16,De 18:34 a 19:16,18:34 ,19:16,-23.5192389,-46.6770941
453,2019-02-16,De 20:00 a 20:24,20:00 ,20:24,-23.5188403,-46.7429316
454,2019-02-16,De 22:27 a 00:00,22:27 ,00:00,-23.5272478,-46.7402334
455,2019-02-16,De 23:07 a 00:22,23:07 ,00:22,-23.5179509,-46.64946399999999
456,2019-02-16,De 08:50 a 09:27,08:50 ,09:27,-23.5881265,-46.6905352
457,2019-02-16,De 17:11 a 17:26,17:11 ,17:26,-23.5641608,-46.6778872
458,2019-02-16,De 18:47 a 23:42,18:47 ,23:42,-23.5550119,-46.5171162
459,2019-02-16,De 19:15 a 23:43,19:15 ,23:43,-23.5480634,-46.5261307
460,2019-02-16,De 23:00 a 23:42,23:00 ,23:42,-23.5414483,-46.5351209
461,2019-02-16,De 19:27 a 20:05,19:27 ,20:05,-23.5372818,-46.4570324
462,2019-02-16,De 19:48 a 20:08,19:48 ,20:08,-23.5358864,-46.4560867
463,2019-02-16,De 19:52 a 19:53,19:52 ,19:53,-23.5572835,-46.51984359999999
464,2019-02-16,De 17:44 a 18:15,17:44 ,18:15,-23.5476707,-46.6023316
465,2019-02-16,De 19:02 a 20:32,19:02 ,20:32,-23.5358791,-46.5525668
466,2019-02-16,De 19:10 a 19:42,19:10 ,19:42,-23.5476707,-46.6023316
467,2019-02-16,De 22:14 a 22:36,22:14 ,22:36,-23.544691,-46.595242
468,2019-02-16,De 18:18 a 22:55,18:18 ,22:55,-23.5254518,-46.5564904
469,2019-02-16,De 17:35 a 20:27,17:35 ,20:27,-23.5867387,-46.5902006
470,2019-02-16,De 17:35 a 20:26,17:35 ,20:26,-23.5830026,-46.5733797
471,2019-02-16,De 18:55 a 20:25,18:55 ,20:25,-23.5835626,-46.5751825
472,2019-02-16,De 17:47 a 02:35,17:47 ,02:35,-23.5685285,-46.6078912
473,2019-02-16,De 18:49 a 20:17,18:49 ,20:17,-23.5834742,-46.654522
474,2019-02-16,De 19:13 a 20:03,19:13 ,20:03,-23.5834742,-46.654522
475,2019-02-16,De 20:00 a 20:07,20:00 ,20:07,-23.6253758,-46.6287942
476,2019-02-16,De 20:54 a 21:30,20:54 ,21:30,-23.6193201,-46.62772890000001
477,2019-02-20,De 19:50 a 20:50,19:50 ,20:50,-23.5553996,-46.6496127
478,2019-02-20,De 20:06 a 22:00,20:06 ,22:00,-23.5179509,-46.64946399999999
479,2019-02-20,De 20:12 a 22:00,20:12 ,22:00,-23.5178045,-46.650485
480,2019-02-20,De 20:18 a 22:00,20:18 ,22:00,-23.52924,-46.598105
481,2019-02-20,De 20:27 a 21:15,20:27 ,21:15,-23.5682305,-46.6076365
482,2019-02-20,De 20:34 a 22:00,20:34 ,22:00,-23.5331585,-46.6565665
483,2019-02-20,De 20:50 a 22:00,20:50 ,22:00,-23.5480634,-46.5261307
484,2019-02-20,De 20:56 a 22:00,20:56 ,22:00,-23.5441466,-46.53109320000001
485,2019-02-20,De 20:56 a 21:15,20:56 ,21:15,-23.5480634,-46.5261307
486,2019-02-20,De 20:56 a 21:15,20:56 ,21:15,-23.5537791,-46.4895707
487,2019-02-20,De 20:38 a 21:15,20:38 ,21:15,-23.5442834,-46.5926346
488,2019-02-20,De 20:38 a 21:15,20:38 ,21:15,-23.5763828,-46.5936727
489,2019-02-20,De 20:15 a 21:15,20:15 ,21:15,-23.583913,-46.5754847
490,2019-02-20,De 20:35 a 22:00,20:35 ,22:00,-23.5769344,-46.5842842
491,2019-02-20,De 20:35 a 21:15,20:35 ,21:15,-23.5820075,-46.5617964
492,2019-02-20,De 20:41 a 22:00,20:41 ,22:00,-23.5861147,-46.5644521
493,2019-02-20,De 20:43 a 21:15,20:43 ,21:15,-23.5843897,-46.5819115
494,2019-02-20,De 20:45 a 21:15,20:45 ,21:15,-23.5849256,-46.5808679
495,2019-02-20,De 20:00 a 20:50,20:00 ,20:50,-23.6159624,-46.6273663
496,2019-02-20,De 20:41 a 22:00,20:41 ,22:00,-23.568072,-46.6091904
497,2019-02-20,De 19:32 a 20:46,19:32 ,20:46,-23.5834742,-46.654522
498,2019-02-20,De 19:32 a 21:15,19:32 ,21:15,-23.6109087,-46.6645219
499,2019-02-20,De 19:35 a 20:50,19:35 ,20:50,-23.601553,-46.6509325
500,2019-02-20,De 20:15 a 22:00,20:15 ,22:00,-23.5856559,-46.670507
501,2019-02-21,De 19:30 a 20:53,19:30 ,20:53,-23.5141007,-46.6554282
502,2019-02-21,De 19:47 a 20:01,19:47 ,20:01,-23.5116255,-46.6098596
503,2019-02-21,De 18:55 a 20:02,18:55 ,20:02,-23.5478432,-46.6388302
504,2019-02-21,De 18:57 a 19:44,18:57 ,19:44,-23.5689122,-46.64086469999999
505,2019-02-21,De 19:16 a 19:42,19:16 ,19:42,-23.5187464,-46.6300234
506,2019-02-21,De 19:34 a 19:53,19:34 ,19:53,-23.5590018,-46.6292699
507,2019-02-21,De 19:35 a 22:36,19:35 ,22:36,-23.5327749,-46.6312988
508,2019-02-21,De 19:37 a 21:03,19:37 ,21:03,-23.541819,-46.629386
509,2019-02-21,De 19:48 a 22:36,19:48 ,22:36,-23.5221195,-46.6348924
510,2019-02-21,De 20:09 a 21:02,20:09 ,21:02,-23.5413011,-46.6284717
511,2019-02-21,De 21:13 a 23:50,21:13 ,23:50,-23.5494504,-46.6306465
512,2019-02-21,De 18:30 a 19:26,18:30 ,19:26,-23.5793251,-46.7102626
513,2019-02-21,De 18:03 a 19:29,18:03 ,19:29,-23.5233965,-46.6129802
514,2019-02-21,De 18:10 a 18:26,18:10 ,18:26,-23.551899,-46.7411506
515,2019-02-21,De 18:36 a 20:05,18:36 ,20:05,-23.5471814,-46.7359685
516,2019-02-21,De 18:37 a 19:06,18:37 ,19:06,-23.524283,-46.7023772
517,2019-02-21,De 18:51 a 19:36,18:51 ,19:36,-23.5083144,-46.7141659
518,2019-02-21,De 18:52 a 21:58,18:52 ,21:58,-23.5281283,-46.7414006
519,2019-02-21,De 18:57 a 19:19,18:57 ,19:19,-23.52655,-46.680817
520,2019-02-21,De 19:00 a 19:20,19:00 ,19:20,-23.5270904,-46.68438949999999
521,2019-02-21,De 19:09 a 19:35,19:09 ,19:35,-23.5409194,-46.741393
522,2019-02-21,De 19:19 a 19:34,19:19 ,19:34,-23.5195747,-46.6741744
523,2019-02-21,De 19:22 a 20:11,19:22 ,20:11,-23.5417533,-46.7302259
524,2019-02-21,De 19:36 a 20:05,19:36 ,20:05,-23.551899,-46.7411506
525,2019-02-21,De 18:50 a 20:15,18:50 ,20:15,-23.5632409,-46.677999
526,2019-02-21,De 18:59 a 19:43,18:59 ,19:43,-23.5686275,-46.6857082
527,2019-02-21,De 19:14 a 20:11,19:14 ,20:11,-23.5575611,-46.7109394
528,2019-02-21,De 19:31 a 20:13,19:31 ,20:13,-23.5733293,-46.6930868
529,2019-02-21,De 20:15 a 20:17,20:15 ,20:17,-23.5870513,-46.6896484
530,2019-02-21,De 20:26 a 22:19,20:26 ,22:19,-23.5886531,-46.68204799999999
531,2019-02-21,De 22:27 a 22:44,22:27 ,22:44,-23.6077583,-46.6973162
532,2019-02-21,De 22:45 a 23:06,22:45 ,23:06,-23.5393612,-46.5432024
533,2019-02-21,De 23:53 a 00:41,23:53 ,00:41,-23.5274019,-46.5550486
534,2019-02-21,De 19:22 a 22:37,19:22 ,22:37,-23.5340958,-46.6247629
535,2019-02-21,De 19:24 a 21:50,19:24 ,21:50,-23.5318204,-46.5919232
536,2019-02-21,De 19:30 a 20:05,19:30 ,20:05,-23.5364911,-46.5882485
537,2019-02-21,De 19:30 a 22:28,19:30 ,22:28,-23.5380499,-46.5989774
538,2019-02-21,De 20:40 a 22:34,20:40 ,22:34,-23.5178045,-46.650485
539,2019-02-21,De 19:47 a 20:09,19:47 ,20:09,-23.6669625,-46.7727005
540,2019-02-21,De 18:52 a 20:27,18:52 ,20:27,-23.7738608,-46.7209628
541,2019-02-21,De 04:27 a 04:28,04:27 ,04:28,-23.6631171,-46.7076066
542,2019-02-21,De 19:01 a 19:22,19:01 ,19:22,-23.6814862,-46.69453490000001
543,2019-02-21,De 19:18 a 20:07,19:18 ,20:07,-23.6629669,-46.70768400000001
544,2019-02-21,De 18:42 a 19:03,18:42 ,19:03,-23.5826097,-46.6524367
545,2019-02-21,De 19:17 a 19:24,19:17 ,19:24,-23.5826097,-46.6524367
546,2019-02-22,De 00:10 a 01:09,00:10 ,01:09,-23.5189771,-46.74919329999999
547,2019-02-22,De 17:45 a 18:00,17:45 ,18:00,-23.5077495,-46.7471724
548,2019-02-22,De 17:56 a 20:47,17:56 ,20:47,-23.5083144,-46.7141659
549,2019-02-22,De 18:09 a 22:46,18:09 ,22:46,-23.5194146,-46.7483394
550,2019-02-22,De 13:03 a 13:16,13:03 ,13:16,-23.5914102,-46.6897221
551,2019-02-22,De 13:06 a 16:00,13:06 ,16:00,-23.5721786,-46.7009942
552,2019-02-22,De 17:57 a 22:22,17:57 ,22:22,-23.5575611,-46.7109394
553,2019-02-22,De 17:59 a 18:54,17:59 ,18:54,-23.5575611,-46.7109394
554,2019-02-22,De 18:11 a 23:59,18:11 ,23:59,-23.5888768,-46.68132139999999
555,2019-02-22,De 17:44 a 21:53,17:44 ,21:53,-23.552072,-46.5769369
556,2019-02-22,De 15:39 a 19:01,15:39 ,19:01,-23.5254518,-46.5564904
557,2019-02-24,De 18:15 a 20:00,18:15 ,20:00,-23.5367526,-46.6422779
558,2019-02-25,De 19:46 a 20:21,19:46 ,20:21,-23.511353,-46.6102873
559,2019-02-25,De 19:47 a 21:09,19:47 ,21:09,-23.4726383,-46.5714392
560,2019-02-25,De 20:33 a 21:48,20:33 ,21:48,-23.5178045,-46.650485
561,2019-02-25,De 21:30 a 21:48,21:30 ,21:48,-23.5230976,-46.5582997
562,2019-02-26,De 13:50 a 14:23,13:50 ,14:23,-23.5010365,-46.6869794
563,2019-02-26,De 14:02 a 14:15,14:02 ,14:15,-23.5153199,-46.64422709999999
564,2019-02-26,De 15:02 a 15:44,15:02 ,15:44,-23.4065988,-46.7505867
565,2019-02-26,De 08:09 a 11:43,08:09 ,11:43,-23.5152611,-46.6252497
566,2019-02-26,De 01:44 a 03:44,01:44 ,03:44,-23.5370378,-46.6498892
567,2019-02-26,De 02:49 a 03:02,02:49 ,03:02,-23.550503,-46.646139
568,2019-02-26,De 07:14 a 16:57,07:14 ,16:57,-23.5364131,-46.64242609999999
569,2019-02-26,De 07:51 a 17:05,07:51 ,17:05,-23.5427039,-46.6268799
570,2019-02-26,De 08:29 a 17:02,08:29 ,17:02,-23.5483872,-46.6432919
571,2019-02-26,De 15:00 a 17:50,15:00 ,17:50,-23.5228991,-46.63029849999999
572,2019-02-26,De 15:04 a 17:11,15:04 ,17:11,-23.5230234,-46.6302513
573,2019-02-26,De 02:50 a 02:51,02:50 ,02:51,-23.59924,-46.697105
574,2019-02-26,De 03:06 a 03:35,03:06 ,03:35,-23.6053438,-46.6990833
575,2019-02-26,De 07:51 a 08:39,07:51 ,08:39,-23.5981316,-46.6971496
576,2019-02-26,De 02:38 a 03:00,02:38 ,03:00,-23.5195747,-46.6741744
577,2019-02-26,De 04:20 a 10:24,04:20 ,10:24,-23.5189771,-46.74919329999999
578,2019-02-26,De 07:42 a 09:30,07:42 ,09:30,-23.5203855,-46.7469107
579,2019-02-26,De 08:06 a 16:52,08:06 ,16:52,-23.5077495,-46.7471724
580,2019-02-26,De 02:53 a 10:59,02:53 ,10:59,-23.5575611,-46.7109394
581,2019-02-26,De 02:59 a 04:19,02:59 ,04:19,-23.6077583,-46.6973162
582,2019-02-26,De 03:18 a 04:34,03:18 ,04:34,-23.5832055,-46.68635769999999
583,2019-02-26,De 03:27 a 03:30,03:27 ,03:30,-23.5881265,-46.6905352
584,2019-02-26,De 06:20 a 10:02,06:20 ,10:02,-23.5898417,-46.6930118
585,2019-02-26,De 06:31 a 10:05,06:31 ,10:05,-23.5904283,-46.6912605
586,2019-02-26,De 07:15 a 10:04,07:15 ,10:04,-23.6077583,-46.6973162
587,2019-02-26,De 08:24 a 08:28,08:24 ,08:28,-23.5978165,-46.6738666
588,2019-02-26,De 05:13 a 08:00,05:13 ,08:00,-23.5414483,-46.5351209
589,2019-02-26,De 05:13 a 08:00,05:13 ,08:00,-23.5414483,-46.5351209
590,2019-02-26,De 05:17 a 15:43,05:17 ,15:43,-23.5480634,-46.5261307
591,2019-02-26,De 05:56 a 06:02,05:56 ,06:02,-23.538154,-46.450408
592,2019-02-26,De 06:26 a 06:34,06:26 ,06:34,-23.5431983,-46.587157
593,2019-02-26,De 08:39 a 09:00,08:39 ,09:00,-23.5431983,-46.587157
594,2019-02-26,De 05:09 a 07:26,05:09 ,07:26,-23.5254518,-46.5564904
595,2019-02-26,De 09:20 a 09:24,09:20 ,09:24,-23.5230976,-46.5582997
596,2019-02-26,De 06:26 a 10:03,06:26 ,10:03,-23.5974359,-46.6972704
597,2019-02-26,De 06:23 a 06:32,06:23 ,06:32,-23.6396223,-46.74498740000001
598,2019-02-26,De 06:19 a 07:08,06:19 ,07:08,-23.6618529,-46.7063713
599,2019-02-26,De 03:35 a 03:55,03:35 ,03:55,-23.5807086,-46.7438758
600,2019-02-26,De 07:44 a 08:17,07:44 ,08:17,-23.5685285,-46.6078912
601,2019-02-26,De 10:07 a 10:18,10:07 ,10:18,-23.6960174,-46.6501787
602,2019-02-26,De 02:37 a 03:17,02:37 ,03:17,-23.5834742,-46.654522
603,2019-02-26,De 04:49 a 04:49,04:49 ,04:49,-23.5834742,-46.654522
604,2019-02-26,De 04:53 a 04:59,04:53 ,04:59,-23.5834742,-46.654522
605,2019-02-27,De 20:30 a 21:01,20:30 ,21:01,-23.5039206,-46.6846383
606,2019-02-28,De 12:03 a 15:37,12:03 ,15:37,-23.5189326,-46.6547652
607,2019-02-28,De 12:18 a 15:37,12:18 ,15:37,-23.5189326,-46.6547652
608,2019-02-28,De 02:10 a 02:18,02:10 ,02:18,-23.5370378,-46.6498892
609,2019-02-28,De 09:36 a 12:08,09:36 ,12:08,-23.5881265,-46.6905352
610,2019-02-28,De 11:49 a 12:03,11:49 ,12:03,-23.572807,-46.70226780000001
611,2019-02-28,De 11:56 a 14:13,11:56 ,14:13,-23.5898417,-46.6930118
612,2019-02-28,De 09:38 a 14:54,09:38 ,14:54,-23.5974359,-46.6972704
613,2019-02-28,De 11:43 a 14:13,11:43 ,14:13,-23.6361875,-46.7224973
614,2019-03-02,De 19:16 a 22:58,19:16 ,22:58,-23.5179509,-46.64946399999999
615,2019-03-02,De 23:06 a 02:11,23:06 ,02:11,-23.5134915,-46.6677481
616,2019-03-02,De 18:52 a 22:51,18:52 ,22:51,-23.5178045,-46.650485
617,2019-03-02,De 18:57 a 22:53,18:57 ,22:53,-23.5187464,-46.6300234
618,2019-03-02,De 19:13 a 19:23,19:13 ,19:23,-23.5367526,-46.6422779
619,2019-03-02,De 19:23 a 00:09,19:23 ,00:09,-23.5493015,-46.6393521
620,2019-03-02,De 19:29 a 20:42,19:29 ,20:42,-23.5450933,-46.6367485
621,2019-03-02,De 19:43 a 19:55,19:43 ,19:55,-23.5504292,-46.6381386
622,2019-03-02,De 19:57 a 20:36,19:57 ,20:36,-23.5178045,-46.650485
623,2019-03-02,De 20:01 a 21:09,20:01 ,21:09,-23.5187464,-46.6300234
624,2019-03-02,De 20:28 a 20:43,20:28 ,20:43,-23.5375715,-46.64175119999999
625,2019-03-02,De 19:45 a 01:58,19:45 ,01:58,-23.5727389,-46.7013307
626,2019-03-02,De 19:51 a 23:15,19:51 ,23:15,-23.5793251,-46.7102626
627,2019-03-02,De 19:55 a 23:16,19:55 ,23:16,-23.5866212,-46.7242657
628,2019-03-02,De 19:59 a 23:17,19:59 ,23:17,-23.589723,-46.73523840000001
629,2019-03-02,De 20:10 a 02:01,20:10 ,02:01,-23.5578715,-46.7144106
630,2019-03-02,De 20:10 a 01:57,20:10 ,01:57,-23.6127701,-46.6988729
631,2019-03-02,De 20:22 a 01:55,20:22 ,01:55,-23.5866554,-46.6914666
632,2019-03-02,De 18:44 a 21:48,18:44 ,21:48,-23.5249657,-46.6936013
633,2019-03-02,De 18:52 a 19:49,18:52 ,19:49,-23.524283,-46.7023772
634,2019-03-02,De 19:04 a 21:47,19:04 ,21:47,-23.522339,-46.696246
635,2019-03-02,De 19:09 a 22:03,19:09 ,22:03,-23.5187295,-46.67408570000001
636,2019-03-02,De 19:14 a 02:20,19:14 ,02:20,-23.5510944,-46.7218187
637,2019-03-02,De 19:17 a 19:52,19:17 ,19:52,-23.52655,-46.680817
638,2019-03-02,De 19:20 a 19:53,19:20 ,19:53,-23.5281579,-46.6821344
639,2019-03-02,De 19:50 a 01:57,19:50 ,01:57,-23.5188403,-46.7429316
640,2019-03-02,De 19:54 a 21:51,19:54 ,21:51,-23.5209139,-46.7012625
641,2019-03-02,De 19:55 a 21:51,19:55 ,21:51,-23.5205151,-46.701867
642,2019-03-02,De 20:08 a 21:11,20:08 ,21:11,-23.5178045,-46.650485
643,2019-03-02,De 19:24 a 02:02,19:24 ,02:02,-23.5575611,-46.7109394
644,2019-03-02,De 19:30 a 20:52,19:30 ,20:52,-23.5575611,-46.7109394
645,2019-03-02,De 19:30 a 20:52,19:30 ,20:52,-23.5575611,-46.7109394
646,2019-03-02,De 19:52 a 01:40,19:52 ,01:40,-23.5575611,-46.7109394
647,2019-03-02,De 19:52 a 01:40,19:52 ,01:40,-23.5575611,-46.7109394
648,2019-03-02,De 20:19 a 01:56,20:19 ,01:56,-23.568299,-46.70218140000001
649,2019-03-02,De 20:32 a 01:40,20:32 ,01:40,-23.567176,-46.6931321
650,2019-03-02,De 21:20 a 03:04,21:20 ,03:04,-23.5476484,-46.5790292
651,2019-03-02,De 19:02 a 21:27,19:02 ,21:27,-23.6048086,-46.510243
652,2019-03-02,De 20:13 a 21:11,20:13 ,21:11,-23.6181633,-46.7009973
653,2019-03-02,De 20:18 a 21:12,20:18 ,21:12,-23.6181633,-46.7009973
654,2019-03-02,De 20:30 a 02:57,20:30 ,02:57,-23.553904,-46.7189479
655,2019-03-02,De 20:32 a 01:54,20:32 ,01:54,-23.6650099,-46.7103192
656,2019-03-02,De 20:35 a 01:54,20:35 ,01:54,-23.6650099,-46.7103192
657,2019-03-02,De 21:08 a 19:50,21:08 ,19:50,-23.6264229,-46.6874891
658,2019-03-02,De 19:01 a 19:27,19:01 ,19:27,-23.5834742,-46.654522
659,2019-03-02,De 19:05 a 19:47,19:05 ,19:47,-23.5826097,-46.6524367
660,2019-03-03,De 17:09 a 17:18,17:09 ,17:18,-23.4779581,-46.56112539999999
661,2019-03-03,De 16:23 a 16:38,16:23 ,16:38,-23.5687612,-46.5053001
662,2019-03-03,De 15:32 a 17:43,15:32 ,17:43,-23.5469773,-46.6037748
663,2019-03-03,De 15:44 a 18:15,15:44 ,18:15,-23.5178045,-46.650485
664,2019-03-03,De 16:02 a 16:52,16:02 ,16:52,-23.5264829,-46.5282733
665,2019-03-03,De 16:45 a 16:22,16:45 ,16:22,-23.514713,-46.5198876
666,2019-03-03,De 14:46 a 15:37,14:46 ,15:37,-23.6077583,-46.6973162
667,2019-03-03,De 15:19 a 16:41,15:19 ,16:41,-23.618388,-46.626645
668,2019-03-03,De 15:37 a 16:00,15:37 ,16:00,-23.6190603,-46.6280469
669,2019-03-04,De 18:23 a 19:46,18:23 ,19:46,-23.70346,-46.686053
670,2019-03-04,De 17:19 a 19:22,17:19 ,19:22,-23.6077583,-46.6973162
671,2019-03-05,De 18:32 a 18:54,18:32 ,18:54,-23.5282312,-46.5850775
672,2019-03-05,De 18:12 a 21:09,18:12 ,21:09,-23.5479484,-46.6308635
673,2019-03-05,De 18:20 a 21:16,18:20 ,21:16,-23.5403107,-46.627591
674,2019-03-05,De 18:24 a 21:16,18:24 ,21:16,-23.5399147,-46.63072529999999
675,2019-03-05,De 18:24 a 21:17,18:24 ,21:17,-23.5404284,-46.6295011
676,2019-03-05,De 18:37 a 20:33,18:37 ,20:33,-23.5586635,-46.6293628
677,2019-03-05,De 18:48 a 19:02,18:48 ,19:02,-23.6019988,-46.7185669
678,2019-03-05,De 18:05 a 18:24,18:05 ,18:24,-23.5575611,-46.7109394
679,2019-03-05,De 18:08 a 20:26,18:08 ,20:26,-23.543408,-46.5842897
680,2019-03-05,De 18:15 a 18:53,18:15 ,18:53,-23.5318204,-46.5919232
681,2019-03-05,De 18:18 a 20:28,18:18 ,20:28,-23.5368572,-46.5891558
682,2019-03-05,De 19:34 a 19:29,19:34 ,19:29,-23.6618529,-46.7063713
683,2019-03-06,De 07:48 a 11:23,07:48 ,11:23,-23.5725782,-46.7045018
684,2019-03-06,De 23:33 a 00:19,23:33 ,00:19,-23.5253389,-46.5625138
685,2019-03-06,De 16:19 a 19:30,16:19 ,19:30,-23.6970651,-46.6722001
686,2019-03-06,De 16:21 a 20:38,16:21 ,20:38,-23.6947847,-46.6557431
687,2019-03-06,De 16:37 a 17:14,16:37 ,17:14,-23.6964778,-46.6751477
688,2019-03-06,De 16:53 a 19:51,16:53 ,19:51,-23.679293,-46.6847117
689,2019-03-06,De 17:22 a 19:54,17:22 ,19:54,-23.6908195,-46.6862236
690,2019-03-06,De 17:05 a 18:30,17:05 ,18:30,-23.6404846,-46.7403745
691,2019-03-06,De 17:33 a 17:45,17:33 ,17:45,-23.6161689,-46.7546078
692,2019-03-06,De 16:36 a 17:26,16:36 ,17:26,-23.6650434,-46.7215608
693,2019-03-06,De 16:40 a 17:59,16:40 ,17:59,-23.6650099,-46.7103192
694,2019-03-06,De 17:43 a 18:59,17:43 ,18:59,-23.7537168,-46.6873751
695,2019-03-06,De 17:50 a 18:15,17:50 ,18:15,-23.7733113,-46.718691
696,2019-03-06,De 18:14 a 19:32,18:14 ,19:32,-23.7069271,-46.7130301
697,2019-03-06,De 16:35 a 17:49,16:35 ,17:49,-23.6731265,-46.7422547
698,2019-03-06,De 16:35 a 17:48,16:35 ,17:48,-23.6739593,-46.7460978
699,2019-03-06,De 16:36 a 18:13,16:36 ,18:13,-23.6618529,-46.7063713
700,2019-03-06,De 17:08 a 17:59,17:08 ,17:59,-23.6852309,-46.7699317
701,2019-03-06,De 16:22 a 19:31,16:22 ,19:31,-23.631633,-46.671087
702,2019-03-06,De 16:33 a 19:55,16:33 ,19:55,-23.6242558,-46.694804
703,2019-03-06,De 16:38 a 18:35,16:38 ,18:35,-23.5575611,-46.7109394
704,2019-03-06,De 17:33 a 18:59,17:33 ,18:59,-23.6918771,-46.674338
705,2019-03-07,De 15:35 a 17:18,15:35 ,17:18,-23.5116255,-46.6098596
706,2019-03-07,De 15:27 a 15:46,15:27 ,15:46,-23.515543,-46.649546
707,2019-03-07,De 15:45 a 16:11,15:45 ,16:11,-23.5155591,-46.6479239
708,2019-03-07,De 16:48 a 19:21,16:48 ,19:21,-23.5382858,-46.6412357
709,2019-03-07,De 17:34 a 17:58,17:34 ,17:58,-23.5427039,-46.6268799
710,2019-03-07,De 17:38 a 19:23,17:38 ,19:23,-23.5404284,-46.6295011
711,2019-03-07,De 17:42 a 19:41,17:42 ,19:41,-23.5420534,-46.64260789999999
712,2019-03-07,De 17:58 a 19:21,17:58 ,19:21,-23.5378532,-46.6415005
713,2019-03-07,De 18:02 a 19:22,18:02 ,19:22,-23.5384049,-46.6407529
714,2019-03-07,De 15:17 a 16:34,15:17 ,16:34,-23.5178045,-46.650485
715,2019-03-07,De 15:29 a 15:47,15:29 ,15:47,-23.5884788,-46.5447304
716,2019-03-07,De 15:29 a 15:51,15:29 ,15:51,-23.5575611,-46.7109394
717,2019-03-09,De 17:59 a 18:56,17:59 ,18:56,-23.4955135,-46.6789625
718,2019-03-09,De 17:13 a 19:23,17:13 ,19:23,-23.5187464,-46.6300234
719,2019-03-09,De 17:59 a 18:34,17:59 ,18:34,-23.5450933,-46.6367485
720,2019-03-09,De 18:48 a 20:30,18:48 ,20:30,-23.5793251,-46.7102626
721,2019-03-09,De 19:37 a 01:05,19:37 ,01:05,-23.5322829,-46.6581659
722,2019-03-09,De 19:54 a 01:06,19:54 ,01:06,-23.5367526,-46.6422779
723,2019-03-09,De 23:41 a 23:44,23:41 ,23:44,-23.5427039,-46.6268799
724,2019-03-09,De 18:29 a 22:29,18:29 ,22:29,-23.6127701,-46.6988729
725,2019-03-09,De 18:33 a 01:42,18:33 ,01:42,-23.6108492,-46.700382
726,2019-03-09,De 19:58 a 20:30,19:58 ,20:30,-23.5864568,-46.7239982
727,2019-03-09,De 20:13 a 20:30,20:13 ,20:30,-23.5766818,-46.7076473
728,2019-03-09,De 20:52 a 01:42,20:52 ,01:42,-23.5727389,-46.7013307
729,2019-03-09,De 17:49 a 19:53,17:49 ,19:53,-23.5187295,-46.67408570000001
730,2019-03-09,De 18:05 a 20:35,18:05 ,20:35,-23.5832055,-46.68635769999999
731,2019-03-09,De 18:18 a 19:58,18:18 ,19:58,-23.553904,-46.7189479
732,2019-03-09,De 18:29 a 22:15,18:29 ,22:15,-23.6170923,-46.69921009999999
733,2019-03-09,De 18:44 a 20:16,18:44 ,20:16,-23.5953342,-46.68926769999999
734,2019-03-09,De 20:19 a 22:22,20:19 ,22:22,-23.5575611,-46.7109394
735,2019-03-09,De 21:29 a 07:15,21:29 ,07:15,-23.5877258,-46.6934116
736,2019-03-09,De 21:54 a 02:27,21:54 ,02:27,-23.5893797,-46.6812881
737,2019-03-09,De 18:00 a 18:36,18:00 ,18:36,-23.5400925,-46.61158589999999
738,2019-03-09,De 18:33 a 19:16,18:33 ,19:16,-23.5847779,-46.6695582
739,2019-03-09,De 18:46 a 20:34,18:46 ,20:34,-23.5856559,-46.670507
740,2019-03-10,De 23:46 a 11:28,23:46 ,11:28,-23.5179509,-46.64946399999999
741,2019-03-10,De 23:51 a 12:12,23:51 ,12:12,-23.5179509,-46.64946399999999
742,2019-03-10,De 21:53 a 00:19,21:53 ,00:19,-23.5478432,-46.6388302
743,2019-03-10,De 21:58 a 01:34,21:58 ,01:34,-23.5562328,-46.6284457
744,2019-03-10,De 22:45 a 01:30,22:45 ,01:30,-23.5630648,-46.61081220000001
745,2019-03-10,De 23:23 a 17:52,23:23 ,17:52,-23.5589774,-46.6246656
746,2019-03-10,De 23:36 a 06:17,23:36 ,06:17,-23.5187464,-46.6300234
747,2019-03-10,De 22:29 a 08:40,22:29 ,08:40,-23.5178045,-46.650485
748,2019-03-10,De 22:23 a 22:23,22:23 ,22:23,-23.5826308,-46.6852498
749,2019-03-10,De 22:33 a 23:16,22:33 ,23:16,-23.5441466,-46.53109320000001
750,2019-03-10,De 22:42 a 01:30,22:42 ,01:30,-23.5550119,-46.5171162
751,2019-03-10,De 22:36 a 23:15,22:36 ,23:15,-23.558842,-46.51329399999999
